local-authority-code,official-name,la-deprivation-score,label,desc,low-deprivation,medium-deprivation,high-deprivation,density,la-imd-pop-quintile,la-imd-pop-decile
BAI,Basildon Borough Council,23.382426273644622,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3447828246945764,0.43526407726537003,0.21995309804005364,1705.0727272727272,3,5
IOW,Isle of Wight Council,23.34852979805461,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.22541281362196783,0.6480874085673375,0.1264997778106947,374.46315789473687,3,5
TOR,Torridge District Council,23.23329084330643,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.13535090160692576,0.800914058036826,0.06373504035624826,69.83638211382114,3,5
CON,Cornwall Council,23.063352023779007,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.18486844646387326,0.6932729143330676,0.1218586392030591,161.72045133991537,3,5
BOT,Boston Borough Council,23.016023940831946,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2359882005899705,0.6885126758154846,0.07549912359454491,194.60714285714286,3,5
CBD,Cumberland Council,22.981325960775173,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.32010909541114696,0.5094420694627524,0.1704488351261006,91.10092961487383,3,5
SWA,City and County of Swansea Council,22.96148318352931,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.39401926370382967,0.38998676075840205,0.21599397553776828,652.2830687830688,3,5
SLG,Slough Borough Council,22.932865245855595,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.14765378931248704,0.7728284929015173,0.07951771778599563,4532.636363636364,3,5
WYE,Wyre Forest District Council,22.784010227957076,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.354256547965762,0.42860668766227994,0.21713676437195803,518.6615384615385,3,5
BAE,Bassetlaw District Council,22.776074068398337,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.36320758732834435,0.4443593083544045,0.19243310431725114,185.39184952978056,3,5
EAL,London Borough of Ealing,22.775640901564046,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.23266121718167615,0.629210721871471,0.1381280609468529,6077.517857142857,3,5
CRY,London Borough of Croydon,22.675672258281402,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.28834268573349536,0.5393136976028549,0.17234361666364975,4518.174418604651,3,5
SOS,Southend-on-Sea Borough Council,22.64538234539249,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4047071672354949,0.37356996587030716,0.22172286689419796,4351.738095238095,3,5
RED,Redditch Borough Council,22.542838026764873,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4087566413717878,0.3324145858012456,0.2588287728269666,1584.5925925925926,3,5
BGE,Bridgend County Borough Council,22.430831168071006,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4035729586736394,0.4204924888982584,0.1759345524281022,587.8047808764941,3,5
DOV,Dover District Council,22.396161405558235,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.32286190754332056,0.4869001362893737,0.1902379561673058,376.2349206349206,3,5
NLN,North Lincolnshire Council,22.31556902816149,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.38925777168992176,0.39592087850857843,0.21482134980149978,203.95277449822905,3,5
HMF,London Borough of Hammersmith & Fulham,22.306929335702673,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2641309690347461,0.5863575722549597,0.1495114587102942,11471.5,3,5
NTY,North Tyneside Council,22.17242512012236,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4349319186390461,0.36642730372800164,0.19864077763295224,2547.2073170731705,3,5
CMN,Carmarthenshire County Council,22.164978269966934,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.16949107648950315,0.750311223651938,0.08019769985855878,80.19957805907173,3,5
EAS,Eastbourne Borough Council,22.14463765000723,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.28472697479396597,0.5326714540459782,0.1826015711600559,2348.2727272727275,3,5
NBL,Northumberland County Council,22.03728714713709,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.36815596370109854,0.43822301618315684,0.1936210201157446,64.50597609561753,3,5
RFW,Renfrewshire Council,21.992960382141302,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.438391959798995,0.3331993299832496,0.22840871021775544,687.3180076628353,3,5
GLO,Gloucester City Council,21.936648426367636,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4543166470478905,0.2860030357474754,0.25968031720463414,3163.6341463414633,3,5
GLA,Greater London Authority,21.839303723090936,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3081655199532157,0.5493858561977704,0.14244862384901388,5726.773536895675,3,5
HAA,Havant Borough Council,21.804497377594675,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4390667089209317,0.2771034701315164,0.2838298209475519,2256.0535714285716,3,5
GRA,Gravesham Borough Council,21.76374323679855,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3766165758048981,0.42361533210521884,0.19976809208988303,1079.6969696969697,3,5
HNS,London Borough of Hounslow,21.560903319424135,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.19478276241791673,0.7257801364893581,0.07943710109272512,4852.982142857143,3,5
HAR,Harlow District Council,21.329900949843225,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.20837975352314883,0.7916202464768511,0.0,2815.483870967742,3,5
KEC,Royal Borough of Kensington and Chelsea,21.22988761857182,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4214463680674314,0.38712218742193955,0.19143144451062902,13072.0,3,6
THR,Thurrock Council,21.12983203606725,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.32766245461480664,0.568495075742367,0.10384246964282641,1070.310975609756,3,6
NFK,Norfolk County Council,21.109492537675155,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.33987617872565434,0.5202057812637702,0.13991804001057548,169.76950222882616,3,6
SKP,Stockport Metropolitan Borough Council,21.09180270121974,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.47591020472151124,0.3588369009927647,0.165252894285724,2334.8968253968255,3,6
TAW,Tamworth Borough Council,21.006838466152082,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3377881506206321,0.4900125169500365,0.1721993324293314,2479.483870967742,3,6
SLK,South Lanarkshire Council,20.97166888909328,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4283062427853867,0.40308551461641656,0.16860824259819673,181.04966139954854,3,6
NNO,North Norfolk District Council,20.96941933668457,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.10537310300752598,0.8836574873374858,0.01096940965498822,108.86853002070393,3,6
WRX,Wrexham County Borough Council,20.960807071082222,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.38790941253484557,0.49219973962355745,0.11989084784159698,269.9503968253968,3,6
PEM,Pembrokeshire County Council,20.9014417006024,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2597482077286239,0.6288209954060627,0.11143079686531339,78.3380716934487,3,6
BNH,Brighton and Hove City Council,20.88944106433814,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.44765800917888515,0.39598810526496725,0.15635388555614763,3514.9156626506024,3,6
WYR,Wyre Borough Council,20.76716669491752,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.49168086643887554,0.35787886627829174,0.1504402672828327,400.9468085106383,3,6
GOS,Gosport Borough Council,20.680427402814775,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3935264857728848,0.4406987434875881,0.1657747707395271,3387.16,3,6
WOC,Worcester City Council,20.556707919227044,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4754697595384403,0.3489853984311711,0.17554484203038864,3038.3333333333335,3,6
SAY,South Ayrshire Council,20.52154681436942,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3986146878607584,0.47042891395080366,0.13095639818843796,91.76759410801964,3,6
WLI,West Lindsey District Council,20.50873368037045,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.43044100891634524,0.39937491506998235,0.17018407601367241,83.20588235294117,3,6
CAN,Cannock Chase District Council,20.45915396677319,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.36305353208550845,0.5358071495206527,0.10113931839383895,1284.607594936709,3,6
NDE,North Devon District Council,20.403279736476403,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3637037418292244,0.5227546451181224,0.11354161305265326,90.39594843462247,3,6
LIN,Lincolnshire County Council,20.252561606045003,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4244690130631719,0.44522243124231503,0.13030855569451305,129.0774802088597,3,6
CMD,London Borough of Camden,20.026171159393993,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.36561258235226585,0.5088934892178247,0.1254939284299094,12705.272727272728,3,6
WSM,City of Westminster,19.99017473413517,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.42026351136741963,0.45401562087426384,0.12572086775831653,12849.904761904761,3,6
STV,Stevenage Borough Council,19.857026501223746,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.20623826057259947,0.7513233536342422,0.0424383857931584,3388.6153846153848,3,6
CWY,Conwy County Borough Council,19.831541384430647,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.37974283934711567,0.5178792351731611,0.10237792547972321,104.95914742451154,3,6
BRE,Breckland District Council,19.831351508916324,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3281178555098308,0.5785536694101509,0.09332847508001829,108.24137931034483,3,6
ROH,Rother District Council,19.804242412572858,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.36101165695253956,0.5378538717735221,0.10113447127393839,190.01178781925344,3,6
ESX,East Sussex County Council,19.79115640786822,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.44058905764057504,0.4214945740440645,0.13791636831536047,327.0052662375658,3,6
AGY,Isle of Anglesey County Council,19.77929441595097,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2844252816127236,0.601958796739146,0.11361592164813043,98.93258426966293,3,6
RDG,Reading Borough Council,19.74339741624428,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3468846581777723,0.5735999505501298,0.0795153912720979,4008.425,3,6
KEN,Kent County Council,19.723459039995447,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4449488003894901,0.4145160933385181,0.1405351062719918,448.37951467268624,3,6
FIF,Fife Council,19.71577230932644,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.46862267434078436,0.3601017266764824,0.17127559898273323,282.3622641509434,3,6
ESK,East Suffolk Council,19.65232907749107,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.42550538962002077,0.4496213837032642,0.124873226676715,198.5511498810468,3,6
NNT,North Northamptonshire Council,19.619687044120518,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4838984803060064,0.38631011865789083,0.1297914010361028,355.06382978723406,3,6
DAR,Dartford Borough Council,19.466827966538194,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3691099941388558,0.510763192014635,0.12012681384650907,1562.3424657534247,3,6
FAL,Falkirk Council,19.368259633439422,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4310584871651439,0.448747591522158,0.12019392131269811,540.6060606060606,3,6
WLN,West Lothian Council,19.350256386417623,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4608738394320044,0.4215346805024577,0.11759148006553796,429.4859813084112,3,6
NEA,Newark and Sherwood District Council,19.269175754159825,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4088922652159352,0.44786433700100475,0.14324339778306008,189.13517665130567,3,6
NEC,Newcastle-under-Lyme Borough Council,19.121275778153755,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4457552089368902,0.4570653811388973,0.09717940992421258,614.2654028436019,3,6
EST,East Staffordshire Borough Council,19.11532140888822,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4434924929438683,0.3838869682849842,0.17262053877114752,312.4625322997416,3,6
WRT,Warrington Borough Council,19.102023684135343,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.5553439294523222,0.2617111240203034,0.18294494652737436,1156.889502762431,3,6
NTT,Nottinghamshire County Council,19.048073703490843,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.47160792249439765,0.37636919480720193,0.15202288269840042,399.7011990407674,3,6
CRW,Crawley Borough Council,18.96680220444982,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.28027115266571184,0.7046321913725769,0.015096655961711251,2499.4222222222224,3,6
DGY,Dumfries and Galloway Council,18.94920476589121,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.35929060862555423,0.5710130323794169,0.06969635899502889,23.0765639589169,3,6
WECA,West of England Combined Authority,18.925289487041177,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.501136180225792,0.35846804678938826,0.14039577298481978,996.8929695697797,3,6
ERE,Erewash Borough Council,18.91832943287308,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4979414237546697,0.3702923611652842,0.1317662150800461,1048.4727272727273,3,6
HEF,Herefordshire Council,18.91623873320159,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.30650774632911654,0.625484307654006,0.0680079460168775,88.81422018348624,3,6
WAF,Westmorland and Furness Council,18.89198790984516,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.49119747992368784,0.3917432006743866,0.11705931940192556,60.022636484687084,3,6
BDF,Bedford Borough Council,18.85785826235487,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4908016527017981,0.39137986750686704,0.11781847979133486,366.98949579831935,3,6
MLN,Midlothian Council,18.746261923308126,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4163962794722042,0.5064027687648713,0.0772009517629245,263.135593220339,3,6
ASF,Ashford Borough Council,18.673232942660267,4th IMD quintile,Councils in second least deprived quintile (20%),0.3963639719453673,0.47969730527870064,0.12393872277593208,225.50430292598966,4,7
ARU,Arun District Council,18.66462939324948,4th IMD quintile,Councils in second least deprived quintile (20%),0.40776197763097327,0.5064133666753754,0.08582465569365133,729.0633484162896,4,7
WLA,West Lancashire Borough Council,18.646326509544558,4th IMD quintile,Councils in second least deprived quintile (20%),0.5228421955102969,0.3210067712980946,0.1561510331916085,329.9596541786743,4,7
SWD,Swindon Borough Council,18.6123039969756,4th IMD quintile,Councils in second least deprived quintile (20%),0.565584874410985,0.27817708028605764,0.15623804530295735,969.0478260869565,4,7
CGN,Ceredigion County Council,18.58857880949613,4th IMD quintile,Councils in second least deprived quintile (20%),0.2635532017332691,0.7197606437856799,0.016686154481050968,40.8375350140056,4,7
SMT,Somerset Council,18.579305857975008,4th IMD quintile,Councils in second least deprived quintile (20%),0.37754991329094223,0.5411712392725332,0.08127884743652453,163.4350724637681,4,7
SFK,Suffolk County Council,18.464738450121494,4th IMD quintile,Councils in second least deprived quintile (20%),0.44388783082682076,0.45646548893413014,0.09964668023904906,200.3278947368421,4,7
HIL,London Borough of Hillingdon,18.397991224296934,4th IMD quintile,Councils in second least deprived quintile (20%),0.38646332323133575,0.5723368201518558,0.041199856616808424,2663.9137931034484,4,7
DBY,Derbyshire County Council,18.37274717140031,4th IMD quintile,Councils in second least deprived quintile (20%),0.4786107782043967,0.40265032503045994,0.11873889676514338,316.91519434628975,4,7
GWN,Gwynedd Council,18.3525092612227,4th IMD quintile,Councils in second least deprived quintile (20%),0.3025529865125241,0.6382787411689146,0.05916827231856134,49.377120315581855,4,7
BPC,"Bournemouth, Christchurch and Poole Council",18.24514880947864,4th IMD quintile,Councils in second least deprived quintile (20%),0.47841429080947356,0.42932378184356906,0.09226192734695736,2450.5493827160494,4,7
WDE,West Devon Borough Council,18.216201914115707,4th IMD quintile,Councils in second least deprived quintile (20%),0.21546347408416375,0.7845365259158362,0.0,48.39568965517241,4,7
BRX,Broxbourne Borough Council,18.18090442952744,4th IMD quintile,Councils in second least deprived quintile (20%),0.4037048078208041,0.5552483064176236,0.04104688576157239,1913.5686274509803,4,7
CHW,Cheshire West and Chester Council,18.115142197970684,4th IMD quintile,Councils in second least deprived quintile (20%),0.5556954682849906,0.29585421093592873,0.1484503207790807,373.72065217391304,4,7
WOR,Worcestershire County Council,18.10255328087602,4th IMD quintile,Councils in second least deprived quintile (20%),0.504342163125686,0.37258176593609116,0.12307607093822279,343.5209649626651,4,7
FOE,Forest of Dean District Council,18.092547372423407,4th IMD quintile,Councils in second least deprived quintile (20%),0.33654411171665266,0.6462305999469992,0.01722528833634824,165.60266159695817,4,7
NWA,North Warwickshire Borough Council,18.087558761338563,4th IMD quintile,Councils in second least deprived quintile (20%),0.4595948761951459,0.48144459426329983,0.058960529541554306,230.46478873239437,4,7
AMB,Amber Valley Borough Council,17.98720743365042,4th IMD quintile,Councils in second least deprived quintile (20%),0.48721390278352206,0.409475055990386,0.10331104122609192,486.14716981132074,4,7
MIK,Milton Keynes Council,17.966091662120487,4th IMD quintile,Councils in second least deprived quintile (20%),0.5421904051481312,0.34039568465469444,0.11741391019717431,874.4433656957929,4,7
SHO,South Holland District Council,17.810919731843104,4th IMD quintile,Councils in second least deprived quintile (20%),0.32953409318136373,0.6704659068186363,0.0,127.80933333333333,4,7
HLD,The Highland Council,17.68607470043791,4th IMD quintile,Councils in second least deprived quintile (20%),0.46371962854598653,0.45693084001187295,0.07934953144214052,9.177484114918332,4,7
ADU,Adur District Council,17.643439246668013,4th IMD quintile,Councils in second least deprived quintile (20%),0.5059641374162144,0.4719055691202314,0.02213029346355422,1528.2619047619048,4,7
NED,North East Derbyshire District Council,17.619549052847372,4th IMD quintile,Councils in second least deprived quintile (20%),0.5056967140407246,0.3936941909286235,0.10060909503065187,370.3478260869565,4,7
WNT,West Northamptonshire Council,17.60152903098383,4th IMD quintile,Councils in second least deprived quintile (20%),0.5610862856437477,0.3075768423651401,0.13133687199111221,295.3761801016703,4,7
SOL,Solihull Metropolitan Borough Council,17.460250834203737,4th IMD quintile,Councils in second least deprived quintile (20%),0.5568136652278,0.2849787867303835,0.1582075480418165,1221.8370786516855,4,7
POW,Powys County Council,17.350534665351482,4th IMD quintile,Councils in second least deprived quintile (20%),0.43637256012383435,0.5302072714916751,0.0334201683844905,25.676510326191856,4,7
RDB,London Borough of Redbridge,17.32772543263592,4th IMD quintile,Councils in second least deprived quintile (20%),0.3949092791476368,0.5783921211446095,0.0266985997077537,5458.178571428572,4,7
WOT,Worthing Borough Council,17.31081442525097,4th IMD quintile,Councils in second least deprived quintile (20%),0.44324862078321425,0.4720358144162069,0.08471556480057882,3355.3636363636365,4,7
CPCA,Cambridgeshire and Peterborough Combined Authority,17.188233013475173,4th IMD quintile,Councils in second least deprived quintile (20%),0.5327075611477502,0.34432037541657123,0.1229720634356786,235.74731934731935,4,7
ELS,Comhairle nan Eilean Siar,17.186569946950932,4th IMD quintile,Councils in second least deprived quintile (20%),0.2343188622754491,0.7656811377245509,0.0,8.671465968586388,4,7
AGB,Argyll and Bute Council,17.152614057800246,4th IMD quintile,Councils in second least deprived quintile (20%),0.4526144171421917,0.46854547571911026,0.07884010713869803,12.368611553496454,4,7
FLN,Flintshire County Council,17.134963787174957,4th IMD quintile,Councils in second least deprived quintile (20%),0.5188661114670083,0.37954516335682253,0.10158872517616913,356.4704545454546,4,7
SHR,Shropshire Council,17.105013294711824,4th IMD quintile,Councils in second least deprived quintile (20%),0.40708865616953854,0.5463860417904536,0.046525302040007925,101.78761338755083,4,7
HAV,London Borough of Havering,17.063034509462458,4th IMD quintile,Councils in second least deprived quintile (20%),0.4841419060535076,0.4650936999136974,0.05076439403279497,2327.2410714285716,4,7
ESS,Essex County Council,17.03954767124925,4th IMD quintile,Councils in second least deprived quintile (20%),0.5180490857775608,0.4074143711778693,0.0745365430445699,433.1286871023713,4,7
CHO,Chorley Borough Council,17.00731733437098,4th IMD quintile,Councils in second least deprived quintile (20%),0.5525817148270962,0.3339057318806253,0.11351255329227854,585.5665024630542,4,7
MDE,Mid Devon District Council,16.88666463777624,4th IMD quintile,Councils in second least deprived quintile (20%),0.42683237963334186,0.5731676203666581,0.0,91.22672508214677,4,7
CAT,Canterbury City Council,16.837653010387317,4th IMD quintile,Councils in second least deprived quintile (20%),0.5692286298172848,0.320573902318101,0.1101974678646142,539.6828478964401,4,7
CAS,Castle Point Borough Council,16.821148114543682,4th IMD quintile,Councils in second least deprived quintile (20%),0.512414800389484,0.416338408427016,0.07124679118350004,2011.6444444444444,4,7
MAI,Maidstone Borough Council,16.693501932187214,4th IMD quintile,Councils in second least deprived quintile (20%),0.494715584370235,0.4366452108528395,0.06863920477692549,440.5394402035623,4,7
COL,Colchester Borough Council,16.686054168849445,4th IMD quintile,Councils in second least deprived quintile (20%),0.4991268887450823,0.42473780982609677,0.07613530142882088,601.219512195122,4,7
WND,London Borough of Wandsworth,16.63510112625388,4th IMD quintile,Councils in second least deprived quintile (20%),0.46227974653979503,0.5103510405639459,0.027369212896259067,9698.088235294117,4,7
STS,Staffordshire County Council,16.633530777888947,4th IMD quintile,Councils in second least deprived quintile (20%),0.5372311155577789,0.3864784665059803,0.07629041793624085,337.0885496183206,4,7
DEV,Devon County Council,16.614895536376384,4th IMD quintile,Councils in second least deprived quintile (20%),0.4536382614114348,0.5100495404268578,0.03631219816170743,123.50944546008532,4,7
VGL,Vale of Glamorgan Council,16.553453161376343,4th IMD quintile,Councils in second least deprived quintile (20%),0.6027607476775435,0.27513156220290896,0.12210769011954756,408.7462235649547,4,8
BEX,London Borough of Bexley,16.458360961306873,4th IMD quintile,Councils in second least deprived quintile (20%),0.5539154285161929,0.3931216696806518,0.05296290180315522,4086.901639344262,4,8
OXO,Oxford City Council,16.43546613143378,4th IMD quintile,Councils in second least deprived quintile (20%),0.5447700007215149,0.35673665361380585,0.09849334566467922,3295.304347826087,4,8
ANS,Angus Council,16.39533647274867,4th IMD quintile,Councils in second least deprived quintile (20%),0.5202581755593804,0.4170998278829604,0.0626419965576592,53.104080696928015,4,8
EXE,Exeter City Council,16.232291100034242,4th IMD quintile,Councils in second least deprived quintile (20%),0.5222099615691945,0.38710094745253226,0.09068909097827328,2836.872340425532,4,8
WSK,West Suffolk Council,16.21440034628166,4th IMD quintile,Councils in second least deprived quintile (20%),0.4364042559133179,0.5635957440866821,0.0,171.30628019323672,4,8
BNE,London Borough of Barnet,16.202091984974828,4th IMD quintile,Councils in second least deprived quintile (20%),0.5396532691370125,0.43572242332690864,0.024624307536078853,4586.287356321839,4,8
TRF,Trafford Metropolitan Borough Council,16.143333619825242,4th IMD quintile,Councils in second least deprived quintile (20%),0.609772744508203,0.2987647143085855,0.09146254118321158,2241.311320754717,4,8
NSM,North Somerset  Council,16.0847146829604,4th IMD quintile,Councils in second least deprived quintile (20%),0.6540929635623012,0.2332273124639622,0.11267972397373659,576.4010695187166,4,8
